ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Hospital Funding Type/Non-Profit Status,CHNA_Year,Service_Area_Type,Service_Area_Zip,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6743650,Baylor Scott & White Medical Center - Hillcrest,100 Hillcrest Medical Boulevard,Waco,76712-8897,TX,Baylor Scott & White Health,Non-Profit,2022,Combination of counties and places,McLennan,N/A,Waco,"Food Insecurity/Limited Access to Healthy Foods,Access to Health Care/Resources,Infant Mortality Rate, Access to Mental Healthcare (Providers/Resources),Household Income/Poverty,Diabetes,Obesity,Language Barriers.","Food Insecurity/Limited Access to Healthy Foods,Access to Healthcare/Resources,Infant Mortality Rate,Access to Mental Healthcare (Providers/Resources),Household Income/Poverty,Diabetes,Obesity,Language Barriers.",https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/waco-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/waco-mclennan-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6742130,Baylor Scott & White Medical Center - Lake Pointe,6800 Scenic Drive,Rowlett,75088-4552,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Collin,Dallas,Kaufman,Rockwall",N/A,N/A,"Mentally Unhealthy Days,Access to Primary Healthcare,Utilization/Emergency Department Use,Opioid Involved Accidental Poisoning Death,Transportation,Drug Poisoning Deaths,Number of Unhealthy Days,Physical Inactivity/Low Exercise.","Mentally Unhealthy Days,Access to Primary Healthcare,Utilization/Emergency Department Use,Opioid Involved Accidental Poisoning Death,Transportation,Drug Poisoning Deaths,Number of Unhealthy Days,Physical Inactivity/Low Exercise.",https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2022/Lake-Pointe-2022-CHNA-Report-Printable.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/lakepointe-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6742318,Baylor Scott & White Medical Center - Llano,200 West Ollie Street,Llano,78643-2628,TX,Baylor Scott & White Health,Non-Profit,2019,List of Counties,"Llano,Burnet,San Saba,Blanco",N/A,N/A,"Ratio of Population to One Mental Health Provider,Children in Poverty and Uninsured,Diabetes Short-Term Complications,Admission- Pediatric Primary Care Providers (MD/Non-MD),Elderly Isolation,65+ Householder Living Alone.","Ratio of Population to One Mental Health Provider,Ratio of Population to One Primary Care Provider,Elderly Isolation: 65+ Householder Living Alone,Children in Poverty and Uninsured,Diabetes,Short-Term Complications Admission- Pediatric.",https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2019/FINAL_CHNA_HILL_COUNTRY.pdf,https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2020/hill-country.pdf,CommunityHealth@BSWHealth.org
6740880,Baylor Scott & White Medical Center - Marble Falls,800 West Highway 71,Marble Falls,78654,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Blanco,Burnet,Llano,San Saba",N/A,N/A,"Food Insecurity/Limited Access to Healthy Foods,Adult Chronic illness,Children in Poverty/Household Income,Elderly Isolation,Access to Mental Healthcare (Providers/Resources),Language Barrier/illiteracy.","Food Insecurity/Limited Access to Healthy Foods,Adult Chronic illnes,Children in Poverty/Household Income,Elderly Isolatio,Access to Mental Healthcare(Providers/Resources),Language Barrier/illiteracy.",https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/hill-country-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/hillcountry-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org 
6740259,Baylor Scott & White Medical Center - Plano,4700 Alliance Boulevard,Plano,75093-5323,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Collins,Dallas,Denton,Grayson,Fannin ",N/A,N/A,"Access to Mental Healthcare (Providers/Services),Access to Primary Healthcare Providers,Obesity, Housing Insecurity,Elderly/Social Isolation,Food Insecurity,Transportation.","Access to Mental Healthcare(Providers/Services),Access to Primary Healthcare Providers,Obesity, Housing Insecurity,Elderly/Social Isolation,Food Insecurity,Transportation.",https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/plano-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/plano-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org 
6740381,Baylor Scott & White Medical Center - Round Rock,300 University Boulevard,Round Rock,78665-1032,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Hays, Milam,Travis,Williamson,Cleburne Ennis",N/A,N/A,"Preventive Screenings,Access to Primary Healthcare Providers,Adult Obesity,Access to Mental Healthcare (Providers and Resources),Severe Housing Problems,Digital Divide.","Preventive Screenings,Access to Primary Healthcare Providers,Adult Obesity,Access to Mental Healthcare(Providers and Resources),Severe Housing Problems,Digital Divide.",https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2022/Greater-Austin-Region-2022-CHNA-Report-Printable.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/greateraustin-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org 
6740550,Baylor Scott & White Medical Center - Sunnyvale,231 South Collins Road,Sunnyvale,75182-4624,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Collin,Dallas,Ellis,Henderson,Hunt,Kaufman,Navarro,Rockwall,Tarrant,Van Zandt",N/A,N/A,"Obesity/Physical Inactivity,Diabetes,Access to Primary Health Care,Gaps in Behavioral Health/Substance Abuse Services,Access to Mental Healthcare (Providers/Resources),Food Insecurity/Access to Healthy Foods,Infant Mortality Rate,Transportation.","Obesity/Physical Inactivity, Diabetes,Access to Primary Healthcare,Gaps in Behavioral Health/Substance Abuse Services,Access to Mental Healthcare(Providers/Resources),Transportation.",https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2022/Dallas-Metro-2022-CHNA-Report-Printable.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/dallas-chna-implementation-plan-bid-final.pdf, CommunityHealth@BSWHealth.org
6743366,Baylor Scott & White Medical Center - Taylor,305 Mallard Lane,Taylor,76574-1208,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Williamson,Milam,Travis,Hays",N/A,N/A,"Preventive Screenings,Access to Primary Healthcare Providers,Adult Obesity,Access to Mental Health Care (Providers and Resources),Severe Housing Problems,Digital Divide.","Preventive Screenings,Access to Primary Healthcare Providers,Access to Mental Healthcare(Providers and Resources),Severe Housing Problems.",https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2022/Greater-Austin-Region-2022-CHNA-Report-Printable.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/greateraustin-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6743413,Baylor Scott & White Medical Center - Temple,2401 South 31st Street,Temple,76508-0002,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Bell,Coryell",N/A,N/A,"Obesity/ Physical Inactivity,Access to Mental Health Care (Providers and Resources),Health Literacy,Access to Primary Healthcare Providers,Food Insecurity/ Limited Access to Healthy Foods,Access to Care( Insurance).","Obesity/ Physical Inactivity,Access to Mental Healthcare(Providers/Resources),Access to Primary Healthcare Providers,Food Insecurity/ Limited Access to Healthy Foods,Access to Care(Insurance).",https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/temple-region-2022-chna-report.pdf,https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/temple-region-2022-chna-report.pdf,CommunityHealth@BSWHealth.org
6740313,Baylor Scott & White Medical Center - Trophy Club,2850 East State Highway 114,Trophy Club,76262-5302,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Dallas,Denton,Tarrant",N/A,N/A,"Diabetes,Access to Healthcare,Depression/Social Isolation,Emergency Department Utilization,Mentally Unhealthy Days/Coping Mechanisms,Income Inequality.","Access to Healthcare,Emergency Department Utilization.",https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2022/Grapevine-2022-CHNA-Report-Printable.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/grapevine_trophy-club-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6740643,Baylor Scott & White Medical Center at - McKinney,5252 West University Drive,McKinney,75071-7822,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Collin,Denton",N/A,N/A,"Access to Primary Healthcare,Access to Mental Healthcare,Preventative Screenings,Chronic Diseases,Treatment Resources for Behavioral Health/Substance Abuse,Transportation.","Access to Primary Healthcare,Preventative Screenings,Chronic Diseases,Treatment Resources for Behavioral Health/Substance Abuse.",https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/mckinney-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/mckinney-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6742055,Baylor Scott & White Medical Center-Irving,1901 North MacArthur Boulevard,Irving,75061-2220,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,"Dallas,Tarrant",N/A,N/A,"Food Insecurity,Diabetes,Insurance Access to Primary Healthcare Provider,Mental Health/Behavioral Health Services,Cancer Incidence-All Causes.","Food Insecurity,Diabetes,Insurance,Mental Health/Behavioral Health Services,Cancer Incidence -All Causes.",https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2022/Irving-2022-CHNA-Report-Printable.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/irving-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6740994,Baylor Scott & White Medical Center-Uptown,2727 East Lemmon Avenue,Dallas,75204-2895,TX,United Surgical Partners International,Non-Profit,2022,List of Counties,"Collin, Dallas, Ellis, Henderson, Hunt, Kaufman, Navarro, Rockwall, Tarrant, Van Zandt",N/A,N/A,Obesity/physical inactivity; diabetes; access to primary healthcare; gaps in behavioral health/substance abuse services; access to mental healthcare (providers/services); food insecurity/access to healthy food; infant mortality rate; transportation,Obesity/physical inactivity; access to primary healthcare; gaps in behavioral health/substance abuse services; access to mental healthcare (providers/services),https://www.bswhealth.com/-/media/Project/BSW/Sites/BSWHealth/Documents/about/community-health-needs-assessments/CHNA-2022/Dallas-Metro-2022-CHNA-Report-Printable.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/dallas-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6740082,Baylor Scott & White Medical Center-Waxahachie,2400 North I-35E,Waxahachie,75165,TX,Baylor Scott & White Health,Non-Profit,2022,List of Counties,Ellis,N/A,N/A," Access to mental healthcare (providers/services),  Access to primary healthcare, Diabetes, Obesity/physical inactivity, Rate of uninsured in general population, Binge drinking and substance abuse/access to treatment, Lack of affordable housing, Emergency department use rate in all populations "," Access to mental healthcare (providers/services), Access to primary healthcare ",https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/waxahachie-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/waxahachie-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6740241,Baylor Scott & White Medical Center Frisco,5601 Warren Parkway,Frisco,75034-4069,TX,United Surgical Partners International,Non-Profit,2022,List of Counties,"Collin, Denton",N/A,N/A,"Access to mental health, Mentally unhealthy days/depression, Social isolation, Access to primary care, Diabetes/obesity, Female breast cancer",Access to primary care,https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/frisco-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/frisco-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6740297,Baylor Scott & White Surgical Hospital Fort Worth,1800 Park Place Avenue,Fort Worth,76110-1302,TX,,Non-Profit,2022,List of Counties," Hood, Johnson, Parker, Tarrant ",N/A,N/A,"Access to Healthy Food/Food Insecurity, Access to Mental Healthcare Providers/Behavioral Healthcare Services, Uninsured/Underinsured/Poverty, Adult and Childhood Obesity, Lack of Appropriate, Transportation,: Physical Inactivity/Physically Unhealthy Days, Access to Healthcare Providers","Uninsured/underinsured/poverty, Adult and child obesity, Physical inactivity/physically unhealthy days, Access to healthcare providers (primary care and dental)",https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/west-fort-worth-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/westfw-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
6740886,Baylor Scott & White Surgical Hospital-Sherman,3601 North Calais Street,Sherman,75090-1785,TX,Legent Hospital of El Paso,Non-Profit,2022,List of Counties,Grayson,N/A,N/A,"Access to primary healthcare providers, Household income, Mentally unhealthy days, Infant mortality rate/lack of OB care, Children uninsured",Access to primary healthcare providers,https://www.bswhealth.com/SiteCollectionDocuments/about/community-health-needs-assessments/CHNA-2022/sherman-2022-chna-report.pdf,https://www.bswhealth.com/-/media/project/bsw/sites/bswhealth/documents/about/community-health-needs-assessments/implementation-2022/sherman-chna-implementation-plan-bid-final.pdf,CommunityHealth@BSWHealth.org
